figure,factor,curve_name,x_value,y_value,point_type,page_x_pdf_points,page_y_pdf_points,source_page,notes
Figure 8,KHr,Er_ksi=10,0.01444,338.118192,spreadsheet_x,218.77616,171.022916,PDF page 23 / API page 17,point_type=spreadsheet_x
Figure 8,KHr,Er_ksi=10,0.014942,338.282945,uniform_sample,220.717086,170.958399,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=10,0.017266,335.181616,uniform_sample,229.577115,172.172879,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=10,0.01867,330.918906,spreadsheet_x,234.93004,173.842157,PDF page 23 / API page 17,point_type=spreadsheet_x
Figure 8,KHr,Er_ksi=10,0.019589,327.365192,uniform_sample,238.434145,175.233791,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=10,0.02,325.604485,annex_control_x,240.0,175.923284,PDF page 23 / API page 17,point_type=annex_control_x
Figure 8,KHr,Er_ksi=10,0.021913,315.286097,uniform_sample,247.891759,179.963964,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=10,0.024236,299.99673,uniform_sample,257.478355,185.951281,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=10,0.02526,292.676078,spreadsheet_x,261.677446,188.894217,PDF page 23 / API page 17,point_type=spreadsheet_x
Figure 8,KHr,Er_ksi=10,0.02656,283.580359,uniform_sample,266.575233,192.550696,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=10,0.028883,265.691643,uniform_sample,275.432263,199.74196,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=10,0.031207,245.188487,uniform_sample,284.477511,207.884149,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=10,0.031527,241.954304,endpoint/control,285.748977,209.117019,PDF page 23 / API page 17,point_type=endpoint/control
Figure 8,KHr,Er_ksi=10,0.03353,222.311513,uniform_sample,293.697,216.604851,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=10,0.03515,208.929562,spreadsheet_x,300.1252,221.706051,PDF page 23 / API page 17,point_type=spreadsheet_x
Figure 8,KHr,Er_ksi=10,0.035853,203.855668,uniform_sample,302.783351,223.640219,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=10,0.038177,188.406299,uniform_sample,311.640381,229.529519,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=10,0.0405,174.477348,uniform_sample,320.638802,234.839235,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=10,0.04258,162.414977,spreadsheet_x,329.23508,239.437411,PDF page 23 / API page 17,point_type=spreadsheet_x
Figure 8,KHr,Er_ksi=10,0.042824,161.070953,uniform_sample,330.241164,239.949753,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=10,0.045147,148.849679,uniform_sample,339.82776,244.608502,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=10,0.047471,139.05479,uniform_sample,348.638537,248.572164,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=10,0.049794,129.782772,uniform_sample,357.495567,252.301369,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=10,0.05015,128.412578,spreadsheet_x,358.8518,252.852461,PDF page 23 / API page 17,point_type=spreadsheet_x
Figure 8,KHr,Er_ksi=10,0.052118,121.060824,uniform_sample,366.352596,255.809337,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=10,0.054441,112.818934,uniform_sample,375.209626,259.124225,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=10,0.056765,105.002795,uniform_sample,384.066655,262.267876,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=10,0.059088,97.570829,uniform_sample,392.923685,265.257013,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=10,0.061412,89.47989,uniform_sample,402.367907,268.290266,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=10,0.063735,81.608671,uniform_sample,412.191495,271.290775,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=10,0.06518,76.916237,spreadsheet_x,418.291329,273.07953,PDF page 23 / API page 17,point_type=spreadsheet_x
Figure 8,KHr,Er_ksi=10,0.066058,74.45022,uniform_sample,421.574773,274.019576,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=10,0.068382,67.995287,uniform_sample,430.431841,276.480196,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=10,0.070705,61.720847,uniform_sample,439.436998,278.872013,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=10,0.073029,55.509576,uniform_sample,448.781954,281.239749,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=10,0.075352,49.627605,uniform_sample,458.090636,283.481957,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=10,0.077676,44.782629,uniform_sample,466.904607,285.491644,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=10,0.079999,40.227872,endpoint/control;uniform_sample,475.756989,287.370026,PDF page 23 / API page 17,point_type=endpoint/control;uniform_sample
Figure 8,KHr,Er_ksi=20,0.010295,193.420826,endpoint/control;uniform_sample,202.746002,227.617981,PDF page 23 / API page 17,point_type=endpoint/control;uniform_sample
Figure 8,KHr,Er_ksi=20,0.01058,199.165341,spreadsheet_x,203.86112,225.428172,PDF page 23 / API page 17,point_type=spreadsheet_x
Figure 8,KHr,Er_ksi=20,0.012619,223.726395,uniform_sample,211.739198,216.065498,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=20,0.01296,226.256597,spreadsheet_x,213.05744,215.100985,PDF page 23 / API page 17,point_type=spreadsheet_x
Figure 8,KHr,Er_ksi=20,0.01444,234.262463,spreadsheet_x,218.77616,212.049149,PDF page 23 / API page 17,point_type=spreadsheet_x
Figure 8,KHr,Er_ksi=20,0.014942,236.120276,uniform_sample,220.717086,211.340951,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=20,0.017266,240.689579,uniform_sample,229.577115,209.599132,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=20,0.01867,241.067125,spreadsheet_x,234.93004,209.455212,PDF page 23 / API page 17,point_type=spreadsheet_x
Figure 8,KHr,Er_ksi=20,0.019589,240.551174,uniform_sample,238.434145,209.651893,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=20,0.021913,236.628582,uniform_sample,247.891759,211.147185,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=20,0.024236,229.301573,uniform_sample,257.478355,213.94024,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=20,0.024968,226.212033,endpoint/control,260.497968,215.117973,PDF page 23 / API page 17,point_type=endpoint/control
Figure 8,KHr,Er_ksi=20,0.02526,224.684293,spreadsheet_x,261.616821,215.700348,PDF page 23 / API page 17,point_type=spreadsheet_x
Figure 8,KHr,Er_ksi=20,0.02656,217.989972,uniform_sample,266.575233,218.252223,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=20,0.028883,206.391307,uniform_sample,275.432263,222.673634,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=20,0.031207,194.988627,uniform_sample,284.477511,227.020335,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=20,0.03353,183.801008,uniform_sample,293.697,231.285056,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=20,0.03515,176.27098,spreadsheet_x,300.106398,234.155503,PDF page 23 / API page 17,point_type=spreadsheet_x
Figure 8,KHr,Er_ksi=20,0.035853,173.183685,uniform_sample,302.783351,235.332379,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=20,0.038177,163.199317,uniform_sample,311.640381,239.13842,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=20,0.0405,153.401401,uniform_sample,320.647182,242.873386,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=20,0.04258,144.67065,spreadsheet_x,329.23508,246.313465,PDF page 23 / API page 17,point_type=spreadsheet_x
Figure 8,KHr,Er_ksi=20,0.042824,143.686719,uniform_sample,330.241164,246.709202,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=20,0.045147,134.506174,uniform_sample,339.82776,250.401617,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=20,0.047471,126.365303,uniform_sample,348.638537,253.675875,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=20,0.049794,118.455607,uniform_sample,357.495567,256.857155,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=20,0.05015,117.267747,spreadsheet_x,358.8518,257.334912,PDF page 23 / API page 17,point_type=spreadsheet_x
Figure 8,KHr,Er_ksi=20,0.052118,110.812222,uniform_sample,366.352596,259.931324,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=20,0.054441,103.427522,uniform_sample,375.209626,262.901451,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=20,0.056765,96.149051,uniform_sample,384.066655,265.770307,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=20,0.059088,88.823707,uniform_sample,392.923685,268.540403,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=20,0.061412,81.35756,uniform_sample,402.367907,271.386498,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=20,0.063735,73.895227,uniform_sample,412.191495,274.23114,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=20,0.06518,69.460414,spreadsheet_x,418.230621,275.92169,PDF page 23 / API page 17,point_type=spreadsheet_x
Figure 8,KHr,Er_ksi=20,0.066058,67.054379,uniform_sample,421.574773,276.838871,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=20,0.068382,60.855896,uniform_sample,430.431841,279.201732,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=20,0.070705,54.814892,uniform_sample,439.436998,281.504563,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=20,0.073029,48.833132,uniform_sample,448.781954,283.78481,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=20,0.075352,43.706001,uniform_sample,458.079671,285.935645,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=20,0.077676,39.051172,uniform_sample,466.904607,287.855297,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=20,0.079999,34.772078,endpoint/control;uniform_sample,475.756989,289.619995,PDF page 23 / API page 17,point_type=endpoint/control;uniform_sample
Figure 8,KHr,Er_ksi=5,0.010421,454.688423,endpoint/control;uniform_sample,203.246002,125.364014,PDF page 23 / API page 17,point_type=endpoint/control;uniform_sample
Figure 8,KHr,Er_ksi=5,0.01058,457.128641,spreadsheet_x,203.86112,124.408424,PDF page 23 / API page 17,point_type=spreadsheet_x
Figure 8,KHr,Er_ksi=5,0.01274,473.219184,uniform_sample,212.207708,118.107368,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=5,0.01296,473.659291,spreadsheet_x,213.05744,117.935022,PDF page 23 / API page 17,point_type=spreadsheet_x
Figure 8,KHr,Er_ksi=5,0.01444,473.137377,spreadsheet_x,218.77616,118.139403,PDF page 23 / API page 17,point_type=spreadsheet_x
Figure 8,KHr,Er_ksi=5,0.015059,471.448537,uniform_sample,221.169406,118.800753,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=5,0.017379,459.809813,uniform_sample,230.007414,123.358477,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=5,0.01867,450.464264,spreadsheet_x,234.93004,127.018194,PDF page 23 / API page 17,point_type=spreadsheet_x
Figure 8,KHr,Er_ksi=5,0.019698,441.877876,uniform_sample,238.848509,130.380624,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=5,0.022017,417.646293,uniform_sample,248.323008,139.869712,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=5,0.024336,389.088066,uniform_sample,257.892358,151.055296,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=5,0.02526,376.743824,spreadsheet_x,261.70276,155.89177,PDF page 23 / API page 17,point_type=spreadsheet_x
Figure 8,KHr,Er_ksi=5,0.026656,358.944029,uniform_sample,266.941795,162.86573,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=5,0.028975,326.80298,uniform_sample,275.782891,175.453953,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=5,0.03096,296.383994,endpoint/control,283.499002,187.366028,PDF page 23 / API page 17,point_type=endpoint/control
Figure 8,KHr,Er_ksi=5,0.031294,289.573284,uniform_sample,284.825901,190.14154,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=5,0.033614,255.533459,uniform_sample,294.028804,203.825549,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=5,0.03515,238.558487,spreadsheet_x,300.1252,210.411505,PDF page 23 / API page 17,point_type=spreadsheet_x
Figure 8,KHr,Er_ksi=5,0.035933,231.162183,uniform_sample,303.086177,213.230976,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=5,0.038252,211.656703,uniform_sample,311.927272,220.666465,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=5,0.040571,194.615559,uniform_sample,320.947803,227.162549,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=5,0.04258,180.734442,spreadsheet_x,329.23508,232.454031,PDF page 23 / API page 17,point_type=spreadsheet_x
Figure 8,KHr,Er_ksi=5,0.042891,178.708496,uniform_sample,330.517152,233.226321,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=5,0.04521,164.542972,uniform_sample,340.033606,238.626219,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=5,0.047529,152.549173,uniform_sample,348.861653,243.198255,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=5,0.049849,141.895711,uniform_sample,357.702749,247.429545,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=5,0.05015,140.581426,spreadsheet_x,358.8518,247.95815,PDF page 23 / API page 17,point_type=spreadsheet_x
Figure 8,KHr,Er_ksi=5,0.052168,132.100401,uniform_sample,366.543844,251.369219,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=5,0.054487,122.929523,uniform_sample,375.38494,255.057746,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=5,0.056806,114.310043,uniform_sample,384.226035,258.524501,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=5,0.059126,106.17926,uniform_sample,393.06713,261.794702,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=5,0.061445,97.980019,uniform_sample,402.509333,265.092436,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=5,0.063764,89.395078,uniform_sample,412.315249,268.322596,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=5,0.06518,84.483888,spreadsheet_x,418.269875,270.194742,PDF page 23 / API page 17,point_type=spreadsheet_x
Figure 8,KHr,Er_ksi=5,0.066084,81.756073,uniform_sample,421.670416,271.234585,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=5,0.068403,74.910607,uniform_sample,430.511512,273.844077,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=5,0.070722,68.3023,uniform_sample,439.504246,276.363163,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=5,0.073041,61.814859,uniform_sample,448.83239,278.836176,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=5,0.075361,55.736877,uniform_sample,458.104645,281.153103,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=5,0.07768,50.318759,uniform_sample,466.920533,283.218489,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=5,0.079999,45.683814,endpoint/control;uniform_sample,475.756989,285.119995,PDF page 23 / API page 17,point_type=endpoint/control;uniform_sample
Figure 9,GHr,H_ft=10,2.188008,0.676368,endpoint/control;uniform_sample,186.369995,249.244019,PDF page 24 / API page 18,point_type=endpoint/control;uniform_sample
Figure 9,GHr,H_ft=10,3.515075,0.710808,uniform_sample,196.114592,243.376716,PDF page 24 / API page 18,point_type=uniform_sample
Figure 9,GHr,H_ft=10,4.0,0.717101,spreadsheet_x,199.64,242.304636,PDF page 24 / API page 18,point_type=spreadsheet_x
Figure 9,GHr,H_ft=10,4.842141,0.723505,uniform_sample,205.543408,241.213651,PDF page 24 / API page 18,point_type=uniform_sample
Figure 9,GHr,H_ft=10,6.0,0.726261,spreadsheet_x,213.66,240.744185,PDF page 24 / API page 18,point_type=spreadsheet_x
Figure 9,GHr,H_ft=10,6.169207,0.726204,uniform_sample,214.846143,240.753935,PDF page 24 / API page 18,point_type=uniform_sample
Figure 9,GHr,H_ft=10,7.496274,0.722225,uniform_sample,224.545391,241.431736,PDF page 24 / API page 18,point_type=uniform_sample
Figure 9,GHr,H_ft=10,8.0,0.719288,spreadsheet_x,228.21,241.932077,PDF page 24 / API page 18,point_type=spreadsheet_x
Figure 9,GHr,H_ft=10,8.82334,0.712976,uniform_sample,234.195683,243.007367,PDF page 24 / API page 18,point_type=uniform_sample
Figure 9,GHr,H_ft=10,9.810453,0.702782,endpoint/control,241.371994,244.744019,PDF page 24 / API page 18,point_type=endpoint/control
Figure 9,GHr,H_ft=10,10.0,0.700518,spreadsheet_x,242.75,245.129693,PDF page 24 / API page 18,point_type=spreadsheet_x
Figure 9,GHr,H_ft=10,10.150407,0.698779,uniform_sample,243.814795,245.425984,PDF page 24 / API page 18,point_type=uniform_sample
Figure 9,GHr,H_ft=10,11.477473,0.683986,uniform_sample,253.114473,247.946204,PDF page 24 / API page 18,point_type=uniform_sample
Figure 9,GHr,H_ft=10,12.0,0.67834,spreadsheet_x,256.78,248.907956,PDF page 24 / API page 18,point_type=spreadsheet_x
Figure 9,GHr,H_ft=10,12.804539,0.669532,uniform_sample,262.629001,250.408494,PDF page 24 / API page 18,point_type=uniform_sample
